#Position (bp)	Coverage	Std
21.5	0.0	0.0
63.5	0.0	0.0
105.5	0.23809523809523808	0.4879500364742666
147.5	0.8333333333333334	0.9128709291752769
189.5	0.0	0.0
231.5	0.0	0.0
273.5	0.0	0.0
315.5	0.0	0.0
357.5	0.0	0.0
399.5	0.0	0.0
441.5	0.9761904761904762	0.9880235200593537
483.5	0.6428571428571429	0.8017837257372732
525.5	0.0	0.0
567.5	0.0	0.0
609.5	0.0	0.0
651.5	0.0	0.0
693.5	0.07142857142857142	0.2672612419124244
735.5	1.0238095238095237	0.26726124191242434
777.5	2.0	0.0
819.5	1.5476190476190477	1.3363062095621219
861.5	0.0	0.0
903.5	0.0	0.0
945.5	0.0	0.0
987.5	0.0	0.0
1029.5	0.0	0.0
1071.5	0.0	0.0
1113.5	0.0	0.0
1155.5	0.9285714285714286	0.9636241116594315
1197.5	1.0	0.0
1239.5	0.2619047619047619	0.511766315719159
1281.5	0.0	0.0
1323.5	0.0	0.0
1365.5	0.0	0.0
1407.5	0.0	0.0
1449.5	0.7380952380952381	0.8591246929842246
1491.5	1.0	0.0
1533.5	0.7619047619047619	0.8728715609439694
1575.5	0.0	0.0
1617.5	0.7142857142857143	0.8451542547285166
1659.5	0.42857142857142855	0.6546536707079771
1701.5	0.5714285714285714	0.7559289460184544
1743.5	0.4523809523809524	0.6725927091345493
1785.5	0.0	0.0
1827.5	0.0	0.0
1869.5	0.0	0.0
1911.5	0.0	0.0
1953.5	0.0	0.0
1995.5	0.0	0.0
2037.5	0.0	0.0
2079.5	0.0	0.0
2121.5	0.0	0.0
2163.5	1.2619047619047619	1.1443442705426585
2205.5	1.9285714285714286	1.6690459207925603
2247.5	1.5714285714285714	1.3627702877384937
2289.5	1.2619047619047619	0.8864052604279183
2331.5	0.5714285714285714	0.7559289460184544
2373.5	0.0	0.0
2415.5	0.0	0.0
2457.5	0.0	0.0
2499.5	0.0	0.0
2541.5	0.35714285714285715	0.5976143046671968
2583.5	0.5238095238095238	0.7237468644557459
2625.5	0.0	0.0
2667.5	0.0	0.0
2709.5	0.0	0.0
2751.5	0.0	0.0
2793.5	0.0	0.0
2835.5	0.0	0.0
2877.5	0.0	0.0
2919.5	0.0	0.0
2961.5	0.6666666666666666	0.816496580927726
3003.5	1.3571428571428572	1.0350983390135313
3045.5	0.23809523809523808	0.4879500364742666
3087.5	0.35714285714285715	0.5773502691896257
3129.5	0.8095238095238095	0.8997354108424374
3171.5	0.38095238095238093	0.6172133998483676
3213.5	1.0	0.0
3255.5	0.21428571428571427	0.4629100498862757
3297.5	0.0	0.0
3339.5	0.0	0.0
3381.5	0.0	0.0
3423.5	0.0	0.0
3465.5	0.0	0.0
3507.5	0.0	0.0
3549.5	0.0	0.0
3591.5	0.8809523809523809	0.9385906354489059
3633.5	0.07142857142857142	0.2672612419124244
3675.5	0.0	0.0
3717.5	0.0	0.0
3759.5	0.0	0.0
3801.5	0.0	0.0
3843.5	0.38095238095238093	0.6172133998483676
3885.5	0.6428571428571429	0.8017837257372732
3927.5	0.0	0.0
3969.5	0.0	0.0
4011.5	0.023809523809523808	0.1543033499620919
4053.5	1.6666666666666667	1.4474937289114918
4095.5	2.238095238095238	1.1952286093343938
4137.5	0.047619047619047616	0.21821789023599236
4179.5	0.0	0.0
4221.5	0.4523809523809524	0.6725927091345493
4263.5	0.7380952380952381	0.8591246929842246
4305.5	0.0	0.0
4347.5	0.0	0.0
4389.5	0.0	0.0
4431.5	0.0	0.0
4473.5	0.0	0.0
4515.5	0.7380952380952381	0.8591246929842246
4557.5	0.6190476190476191	0.7867957924694432
4599.5	0.0	0.0
4641.5	0.0	0.0
4683.5	0.0	0.0
4725.5	0.0	0.0
4767.5	0.0	0.0
4809.5	0.0	0.0
4851.5	0.0	0.0
4893.5	0.0	0.0
4935.5	0.0	0.0
4977.5	0.0	0.0
5019.5	0.0	0.0
5061.5	0.0	0.0
5103.5	0.0	0.0
5145.5	0.0	0.0
5187.5	0.3333333333333333	0.5773502691896257
5229.5	0.8333333333333334	0.9128709291752769
5271.5	0.0	0.0
5313.5	0.0	0.0
5355.5	0.0	0.0
5397.5	0.0	0.0
5439.5	0.0	0.0
5481.5	0.0	0.0
5523.5	0.0	0.0
5565.5	0.0	0.0
5607.5	0.0	0.0
5649.5	0.5	0.7071067811865476
5691.5	1.0	0.0
5733.5	0.5952380952380952	0.7715167498104596
5775.5	0.0	0.0
5817.5	0.0	0.0
5859.5	1.3571428571428572	1.2630273533214138
5901.5	1.2619047619047619	0.8864052604279183
5943.5	0.14285714285714285	0.3779644730092272
5985.5	0.0	0.0
6027.5	0.0	0.0
6069.5	0.9047619047619048	0.9511897312113419
6111.5	0.19047619047619047	0.4364357804719847
6153.5	0.0	0.0
6195.5	0.0	0.0
6237.5	0.0	0.0
6279.5	0.0	0.0
6321.5	0.0	0.0
6363.5	0.0	0.0
6405.5	0.0	0.0
6447.5	0.0	0.0
6489.5	0.0	0.0
6531.5	0.0	0.0
6573.5	0.047619047619047616	0.21821789023599236
6615.5	1.0	0.0
6657.5	0.42857142857142855	0.6546536707079771
6699.5	1.0	0.0
6741.5	0.42857142857142855	0.6546536707079771
6783.5	0.8809523809523809	0.9385906354489059
6825.5	0.8095238095238095	0.8997354108424374
6867.5	1.0	0.0
6909.5	0.6428571428571429	0.8017837257372732
6951.5	0.0	0.0
6993.5	0.0	0.0
7035.5	0.0	0.0
7077.5	0.0	0.0
7119.5	0.0	0.0
7161.5	0.0	0.0
7203.5	0.0	0.0
7245.5	0.0	0.0
7287.5	0.0	0.0
7329.5	0.0	0.0
7371.5	0.0	0.0
7413.5	0.0	0.0
7455.5	0.0	0.0
7497.5	0.0	0.0
7539.5	0.0	0.0
7581.5	0.0	0.0
7623.5	0.0	0.0
7665.5	0.0	0.0
7707.5	0.023809523809523808	0.1543033499620919
7749.5	1.380952380952381	1.0690449676496976
7791.5	0.6666666666666666	0.816496580927726
7833.5	0.0	0.0
7875.5	0.0	0.0
7917.5	0.0	0.0
7959.5	0.0	0.0
8001.5	0.0	0.0
8043.5	0.0	0.0
8085.5	1.0	0.9759000729485332
8127.5	1.380952380952381	1.2535663410560176
8169.5	0.0	0.0
8211.5	0.0	0.0
8253.5	0.0	0.0
8295.5	0.0	0.0
8337.5	0.0	0.0
8379.5	0.0	0.0
8421.5	0.6666666666666666	0.816496580927726
8463.5	0.5714285714285714	0.7559289460184544
8505.5	0.0	0.0
8547.5	0.0	0.0
8589.5	0.0	0.0
8631.5	0.0	0.0
8673.5	0.0	0.0
8715.5	0.0	0.0
8757.5	0.9047619047619048	0.9511897312113419
8799.5	0.09523809523809523	0.3086066999241838
8841.5	0.0	0.0
8883.5	0.0	0.0
8925.5	0.0	0.0
8967.5	0.0	0.0
9009.5	0.0	0.0
9051.5	0.0	0.0
9093.5	0.0	0.0
9135.5	0.0	0.0
9177.5	0.0	0.0
9219.5	0.0	0.0
9261.5	0.0	0.0
9303.5	0.0	0.0
9345.5	0.0	0.0
9387.5	0.0	0.0
9429.5	0.9523809523809523	0.9759000729485332
9471.5	0.09523809523809523	0.3086066999241838
9513.5	0.0	0.0
9555.5	0.0	0.0
9597.5	0.0	0.0
9639.5	0.0	0.0
9681.5	0.0	0.0
9723.5	0.0	0.0
9765.5	0.9523809523809523	0.9759000729485332
9807.5	0.0	0.0
9849.5	0.0	0.0
9891.5	0.0	0.0
9933.5	0.0	0.0
9975.5	0.0	0.0
10017.5	0.47619047619047616	0.6900655593423543
10059.5	1.0	0.0
10101.5	0.09523809523809523	0.3086066999241838
10143.5	0.0	0.0
10185.5	0.0	0.0
10227.5	0.0	0.0
10269.5	0.0	0.0
10311.5	0.0	0.0
10353.5	0.0	0.0
10395.5	0.0	0.0
10437.5	0.0	0.0
10479.5	0.0	0.0
10521.5	0.0	0.0
10563.5	0.0	0.0
10605.5	0.0	0.0
10647.5	0.0	0.0
10689.5	0.0	0.0
10731.5	0.0	0.0
10773.5	0.0	0.0
10815.5	0.0	0.0
10857.5	0.0	0.0
10899.5	0.0	0.0
10941.5	0.0	0.0
10983.5	0.0	0.0
11025.5	0.0	0.0
11067.5	0.0	0.0
11109.5	0.0	0.0
11151.5	0.5476190476190477	0.7400128699009549
11193.5	1.0	0.0
11235.5	0.0	0.0
11277.5	0.14285714285714285	0.3779644730092272
11319.5	1.0	0.0
11361.5	0.14285714285714285	0.3779644730092272
11403.5	0.0	0.0
11445.5	0.0	0.0
11487.5	0.0	0.0
11529.5	0.0	0.0
11571.5	0.0	0.0
11613.5	0.0	0.0
11655.5	0.0	0.0
11697.5	0.0	0.0
11739.5	0.0	0.0
11781.5	0.0	0.0
11823.5	0.0	0.0
11865.5	0.023809523809523808	0.1543033499620919
11907.5	1.119047619047619	0.5976143046671969
11949.5	1.7857142857142858	1.535298947157477
