#Position (bp)	Coverage	Std
21.5	0.8333333333333334	0.9128709291752769
63.5	0.0	0.0
105.5	0.0	0.0
147.5	0.0	0.0
189.5	0.16666666666666666	0.408248290463863
231.5	1.3333333333333333	1.0
273.5	1.0	0.0
315.5	0.23809523809523808	0.4879500364742666
357.5	0.0	0.0
399.5	0.9523809523809523	1.1952286093343936
441.5	2.142857142857143	1.023532631438318
483.5	2.0952380952380953	1.4638501094227998
525.5	0.0	0.0
567.5	0.0	0.0
609.5	0.5238095238095238	0.7237468644557459
651.5	0.47619047619047616	0.6900655593423543
693.5	0.0	0.0
735.5	0.0	0.0
777.5	0.0	0.0
819.5	0.09523809523809523	0.3086066999241838
861.5	1.5238095238095237	1.2535663410560176
903.5	1.6428571428571428	1.3887301496588271
945.5	0.8095238095238095	0.8997354108424374
987.5	2.1904761904761907	1.0690449676496978
1029.5	3.2142857142857144	1.224744871391589
1071.5	2.5714285714285716	1.8126539343499315
1113.5	0.2857142857142857	0.5345224838248488
1155.5	0.0	0.0
1197.5	0.9523809523809523	0.9759000729485332
1239.5	1.8571428571428572	1.6761634196950514
1281.5	1.7619047619047619	1.618347187425374
1323.5	0.5	0.7071067811865476
1365.5	0.9523809523809523	0.9759000729485332
1407.5	1.2380952380952381	0.8451542547285166
1449.5	1.4285714285714286	1.1338934190276817
1491.5	1.7619047619047619	1.5118578920369088
1533.5	0.11904761904761904	0.3450327796711771
1575.5	0.0	0.0
1617.5	0.5952380952380952	0.8309489698388166
1659.5	3.357142857142857	1.6690459207925605
1701.5	2.5952380952380953	1.7660825629193044
1743.5	2.2857142857142856	1.1952286093343938
1785.5	1.4761904761904763	1.1952286093343936
1827.5	0.40476190476190477	0.6362090102803518
1869.5	0.0	0.0
1911.5	0.35714285714285715	0.5976143046671968
1953.5	1.0	0.0
1995.5	0.2619047619047619	0.511766315719159
2037.5	0.0	0.0
2079.5	0.0	0.0
2121.5	0.47619047619047616	0.6900655593423543
2163.5	0.9523809523809523	0.9759000729485332
2205.5	0.0	0.0
2247.5	0.0	0.0
2289.5	0.7142857142857143	1.0910894511799618
2331.5	3.5476190476190474	2.052872551885702
2373.5	5.261904761904762	1.8708286933869707
2415.5	4.809523809523809	2.7945525240230875
2457.5	2.642857142857143	1.9210612146613628
2499.5	3.5714285714285716	2.0701966780270626
2541.5	3.0	0.951189731211342
2583.5	1.4285714285714286	1.2909944487358056
2625.5	0.42857142857142855	0.6546536707079771
2667.5	0.4523809523809524	0.6725927091345493
2709.5	1.0	0.0
2751.5	0.7142857142857143	0.8451542547285166
2793.5	0.8095238095238095	0.8997354108424374
2835.5	1.0	0.0
2877.5	1.3095238095238095	0.9636241116594315
2919.5	1.3571428571428572	1.0350983390135313
2961.5	0.35714285714285715	0.5976143046671968
3003.5	0.0	0.0
3045.5	0.0	0.0
3087.5	0.0	0.0
3129.5	0.0	0.0
3171.5	1.3571428571428572	1.2817398889233114
3213.5	0.9523809523809523	1.1751393027860062
3255.5	0.0	0.0
3297.5	0.0	0.0
3339.5	0.0	0.0
3381.5	0.0	0.0
3423.5	0.0	0.0
3465.5	0.0	0.0
3507.5	0.0	0.0
3549.5	1.5952380952380953	1.439245834257849
3591.5	0.7142857142857143	1.1952286093343936
3633.5	0.0	0.0
3675.5	0.8809523809523809	0.9385906354489059
3717.5	1.7857142857142858	1.535298947157477
3759.5	0.023809523809523808	0.1543033499620919
3801.5	0.0	0.0
3843.5	0.0	0.0
3885.5	0.8095238095238095	0.8997354108424374
3927.5	0.0	0.0
3969.5	2.0952380952380953	1.1751393027860064
4011.5	1.619047619047619	1.759328876372492
4053.5	0.7142857142857143	0.8451542547285166
4095.5	0.07142857142857142	0.2672612419124244
4137.5	2.857142857142857	2.1930626551751344
4179.5	2.4047619047619047	1.6109742689559305
4221.5	3.0476190476190474	1.3273676061682245
4263.5	3.380952380952381	1.864454471471609
4305.5	0.8571428571428571	1.0
4347.5	0.023809523809523808	0.1543033499620919
4389.5	1.0	0.0
4431.5	0.6666666666666666	1.1751393027860062
4473.5	4.095238095238095	0.9759000729485333
4515.5	2.5	1.8060744065250363
4557.5	0.8809523809523809	1.224744871391589
4599.5	0.4523809523809524	0.6725927091345493
4641.5	1.0	0.0
4683.5	0.40476190476190477	0.6362090102803518
4725.5	0.6666666666666666	0.816496580927726
4767.5	0.0	0.0
4809.5	0.0	0.0
4851.5	0.0	0.0
4893.5	0.35714285714285715	0.5976143046671968
4935.5	0.38095238095238093	0.6172133998483676
4977.5	0.0	0.0
5019.5	0.0	0.0
5061.5	0.7380952380952381	0.8591246929842246
5103.5	0.8809523809523809	0.9385906354489059
5145.5	0.2857142857142857	0.5345224838248488
5187.5	1.0	0.0
5229.5	1.0	0.0
5271.5	1.1666666666666667	0.7071067811865476
5313.5	2.0476190476190474	0.9759000729485333
5355.5	2.142857142857143	0.951189731211342
5397.5	0.6190476190476191	0.9759000729485332
5439.5	0.5	0.7071067811865476
5481.5	0.5952380952380952	0.7715167498104596
5523.5	0.0	0.0
5565.5	0.0	0.0
5607.5	1.1904761904761905	1.0
5649.5	1.4047619047619047	1.1019463300386796
5691.5	1.880952380952381	1.625686668105863
5733.5	0.47619047619047616	0.8451542547285166
5775.5	0.0	0.0
5817.5	0.8333333333333334	0.9128709291752769
5859.5	0.16666666666666666	0.408248290463863
5901.5	1.4285714285714286	1.1952286093343936
5943.5	2.261904761904762	1.1443442705426585
5985.5	1.6666666666666667	1.4142135623730951
6027.5	1.2380952380952381	0.8997354108424374
6069.5	2.9761904761904763	2.454345029495552
6111.5	4.214285714285714	1.5039630187955961
6153.5	2.2857142857142856	1.1952286093343938
6195.5	1.6904761904761905	1.4719601443879744
6237.5	0.0	0.0
6279.5	0.0	0.0
6321.5	0.0	0.0
6363.5	1.0476190476190477	1.1547005383792517
6405.5	2.9047619047619047	2.126924898488314
6447.5	1.7142857142857142	1.6035674514745464
6489.5	1.2619047619047619	1.0578504710249077
6531.5	1.8333333333333333	1.5811388300841898
6573.5	2.619047619047619	1.7994708216848747
6615.5	0.8571428571428571	1.1126972805283737
6657.5	0.8333333333333334	1.123345344008138
6699.5	1.619047619047619	1.3627702877384937
6741.5	0.6904761904761905	0.8309489698388166
6783.5	0.6904761904761905	0.8309489698388166
6825.5	0.9047619047619048	0.9511897312113419
6867.5	0.9047619047619048	0.9759000729485332
6909.5	1.4285714285714286	1.1952286093343936
6951.5	0.9523809523809523	0.9759000729485332
6993.5	0.2857142857142857	0.5345224838248488
7035.5	1.4285714285714286	1.1751393027860062
7077.5	1.9285714285714286	1.8708286933869707
7119.5	2.5238095238095237	1.618347187425374
7161.5	1.0	0.6900655593423543
7203.5	1.8095238095238095	1.558387444947959
7245.5	0.23809523809523808	0.4879500364742666
7287.5	0.0	0.0
7329.5	0.8809523809523809	0.9385906354489059
7371.5	1.0	0.0
7413.5	1.5714285714285714	1.3093073414159544
7455.5	1.4523809523809523	1.164964745021435
7497.5	1.0	0.0
7539.5	0.047619047619047616	0.21821789023599236
7581.5	0.2857142857142857	0.5345224838248488
7623.5	0.47619047619047616	0.6900655593423543
7665.5	0.5	0.8309489698388166
7707.5	3.0	0.0
7749.5	3.0714285714285716	0.7400128699009548
7791.5	2.357142857142857	1.6832508230603462
7833.5	3.357142857142857	1.7795130420052183
7875.5	0.9761904761904762	0.9880235200593537
7917.5	0.7142857142857143	1.2724180205607036
7959.5	2.9523809523809526	2.182178902359924
8001.5	2.5	1.5811388300841898
8043.5	0.7619047619047619	1.0465362369445672
8085.5	0.2857142857142857	0.5345224838248488
8127.5	0.8571428571428571	0.9258200997725514
8169.5	0.0	0.0
8211.5	0.0	0.0
8253.5	0.0	0.0
8295.5	0.6666666666666666	0.816496580927726
8337.5	0.38095238095238093	0.6172133998483676
8379.5	0.0	0.0
8421.5	0.8809523809523809	0.9385906354489059
8463.5	0.5714285714285714	0.7559289460184544
8505.5	0.9523809523809523	1.0910894511799618
8547.5	1.0952380952380953	0.8997354108424374
8589.5	0.0	0.0
8631.5	1.2380952380952381	1.0690449676496976
8673.5	0.9285714285714286	1.1019463300386794
8715.5	0.0	0.0
8757.5	2.3095238095238093	1.4719601443879746
8799.5	3.380952380952381	1.7043362064926935
8841.5	1.6428571428571428	1.4057704208690964
8883.5	0.9523809523809523	0.9759000729485332
8925.5	0.8571428571428571	0.9258200997725514
8967.5	1.5952380952380953	1.3363062095621219
9009.5	1.4761904761904763	1.2149857925879117
9051.5	1.5952380952380953	1.3363062095621219
9093.5	0.8095238095238095	0.8997354108424374
9135.5	1.9047619047619047	1.6761634196950514
9177.5	0.6666666666666666	1.0910894511799618
9219.5	0.38095238095238093	0.6172133998483676
9261.5	1.0	0.0
9303.5	3.738095238095238	2.3754698783308412
9345.5	5.714285714285714	2.811540841738193
9387.5	0.5238095238095238	1.2344267996967353
9429.5	0.6904761904761905	0.8309489698388166
9471.5	0.47619047619047616	0.6900655593423543
9513.5	0.6666666666666666	0.816496580927726
9555.5	0.9285714285714286	1.0578504710249077
9597.5	1.4523809523809523	1.164964745021435
9639.5	2.4285714285714284	1.4638501094227998
9681.5	1.8571428571428572	1.6035674514745464
9723.5	1.5476190476190477	1.2817398889233114
9765.5	2.0952380952380953	0.6900655593423543
9807.5	1.5714285714285714	1.3093073414159544
9849.5	0.8095238095238095	0.8997354108424374
9891.5	0.7142857142857143	0.8451542547285166
9933.5	1.3571428571428572	1.0350983390135313
9975.5	1.8571428571428572	1.6035674514745464
10017.5	0.35714285714285715	0.5976143046671968
10059.5	0.8571428571428571	0.9258200997725514
10101.5	0.09523809523809523	0.3086066999241838
10143.5	0.0	0.0
10185.5	0.07142857142857142	0.2672612419124244
10227.5	1.0	0.0
10269.5	0.19047619047619047	0.4364357804719847
10311.5	0.5238095238095238	0.7237468644557459
10353.5	0.7857142857142857	0.8864052604279183
10395.5	0.40476190476190477	0.6362090102803518
10437.5	1.0	0.0
10479.5	1.3095238095238095	0.9636241116594315
10521.5	0.9761904761904762	0.9880235200593537
10563.5	1.6666666666666667	1.4142135623730951
10605.5	1.5476190476190477	1.3540064007726602
10647.5	0.0	0.0
10689.5	0.9047619047619048	1.1547005383792515
10731.5	3.0476190476190474	0.7559289460184543
10773.5	2.4761904761904763	1.7994708216848747
10815.5	1.4285714285714286	1.1547005383792517
10857.5	2.0952380952380953	0.7559289460184543
10899.5	0.9761904761904762	0.9880235200593537
10941.5	0.30952380952380953	0.5563486402641868
10983.5	0.7619047619047619	0.8728715609439694
11025.5	0.0	0.0
11067.5	0.0	0.0
11109.5	0.6904761904761905	0.8309489698388166
11151.5	1.6428571428571428	1.4880476182856899
