#Position (bp)	mapping quality
4086.0	36.99905736586837
12257.0	36.99841714886587
20428.0	36.99801929604711
28599.0	36.99881814813395
36770.0	36.99865426713252
44941.0	36.99925845759179
53112.0	36.99911542084451
61283.0	36.998957621019684
69454.0	36.99819074629785
77625.0	36.99782543790979
85796.0	36.99916582873788
93967.0	36.999283982494894
102138.0	36.99887088160605
110309.0	36.99883092426496
118480.0	36.998671944084606
126651.0	36.998098924436526
134822.0	36.99918056839763
142993.0	36.998361786833044
151164.0	36.99917626301699
159335.0	36.998736832957796
167506.0	36.999010644169964
175677.0	36.99907111557422
183848.0	36.998817626945325
192019.0	36.9983340040468
200190.0	36.99516476112758
208361.0	36.99889842206404
216532.0	36.99915179441331
224703.0	36.99885215556911
232874.0	36.99860963672062
241045.0	36.99861681049729
249216.0	36.99753158411022
257387.0	36.99833664329858
265558.0	36.99764099566985
273729.0	36.9981936554764
281900.0	36.998790213510965
290071.0	36.9990952360159
298242.0	36.99929538304501
306413.0	36.99815963681088
314584.0	36.99891718233284
322755.0	36.99863696130217
330926.0	36.999022958996555
339097.0	36.99790994733869
347268.0	36.99950934424521
355439.0	36.999387727409626
363610.0	36.99890502925559
371781.0	36.998936946095874
379952.0	36.99796705327619
388123.0	36.99793698793679
396294.0	36.99892191383828
404465.0	36.99868663497811
412636.0	36.999085140387116
420807.0	36.998944263244994
428978.0	36.9992625891315
437149.0	36.99870964591987
445320.0	36.99777692811885
453491.0	36.9984076318904
461662.0	36.997198117851156
469833.0	36.99897809502182
478004.0	36.99901423426347
486175.0	36.99821699349765
494346.0	36.99549373581021
502517.0	36.999123608432306
510688.0	36.99876120728544
518859.0	36.99815783796087
527030.0	36.999117181087634
535201.0	36.99874034202492
543372.0	36.998593467337805
551543.0	36.99879874463403
559714.0	36.9987381775191
567885.0	36.99876530163903
576056.0	36.999277878132716
584227.0	36.99847045286997
592398.0	36.99781476139557
600569.0	36.99883795273294
608740.0	36.998164945110496
616911.0	36.99929520621171
625082.0	36.998046923516405
633253.0	36.998626114348134
641424.0	36.99817562157066
649595.0	36.99847842625802
657766.0	36.99886348600268
665937.0	36.99834704836447
674108.0	36.99836306984446
682279.0	36.99909033170112
690450.0	36.99883493433648
698621.0	36.99825065631493
706792.0	36.998581677395
714963.0	36.99785709662144
723134.0	36.998390029153526
731305.0	36.998320399854734
739476.0	36.99705063586084
747647.0	36.99912755396786
755818.0	36.998185418895
763989.0	36.99834336129222
772160.0	36.998657015731666
780331.0	36.998296417873256
788502.0	36.998652843138146
796673.0	36.99809318948229
804844.0	36.998956367708324
813015.0	36.998122141181994
821186.0	36.99801127495468
829357.0	36.99852804110118
837528.0	36.998306262252
845699.0	36.9986631350456
853870.0	36.99876056589658
862041.0	36.998931916920455
870212.0	36.99797012063778
878383.0	36.99931440695043
886554.0	36.99859773458337
894725.0	36.99815545983888
902896.0	36.99946399339408
911067.0	36.99912256117279
919238.0	36.99765626721308
927409.0	36.99918158382633
935580.0	36.99889662781877
943751.0	36.99811255786668
951922.0	36.998403435592905
960093.0	36.998033118039494
968264.0	36.997538352359356
976435.0	36.998839000456414
984606.0	36.99845412625149
992777.0	36.998343510216266
1000948.0	36.99889523108083
1009119.0	36.998515586343395
1017290.0	36.9983420710669
1025461.0	36.99859380938305
1033632.0	36.998279299194216
1041803.0	36.9983340087352
1049974.0	36.998793298567286
1058145.0	36.99871692274861
1066316.0	36.99849925742883
1074487.0	36.998023910274846
1082658.0	36.99803127852293
1090829.0	36.99864752899893
1099000.0	36.99840415872151
1107171.0	36.99881109668298
1115342.0	36.99792701352592
1123513.0	36.99788634444389
1131684.0	36.99904646547947
1139855.0	36.998347730734686
1148026.0	36.9983305775034
1156197.0	36.99921321236178
1164368.0	36.998581617520955
1172539.0	36.99922017704089
1180710.0	36.999095403181244
1188881.0	36.99792055391948
1197052.0	36.99857159057732
1205223.0	36.99837750693235
1213394.0	36.998578131665006
1221565.0	36.99841060740571
1229736.0	36.99819482475773
1237907.0	36.99851826266297
1246078.0	36.99915172392053
1254249.0	36.998884578192
1262420.0	36.998412420744806
1270591.0	36.99874187868116
1278762.0	36.99803146525959
1286933.0	36.99783795064434
1295104.0	36.99827859509433
1303275.0	36.99848762852886
1311446.0	36.99899808058363
1319617.0	36.99829179194487
1327788.0	36.998443306920976
1335959.0	36.9980879431321
1344130.0	36.9964531496967
1352301.0	36.99920840752036
1360472.0	36.99853176443069
1368643.0	36.99827426446353
1376814.0	36.99927370064689
1384985.0	36.998732381309374
1393156.0	36.999102678904556
1401327.0	36.99900567704659
1409498.0	36.9984460571851
1417669.0	36.99648565503485
1425840.0	36.99878368160949
1434011.0	36.99831045599423
1442182.0	36.998640201263576
1450353.0	36.98475324739225
1458524.0	36.99821008881023
1466695.0	36.99924345692475
1474866.0	36.996268676264116
1483037.0	36.99848153630223
1491208.0	36.99873451738206
1499379.0	36.99914531888845
1507550.0	36.99928799771005
1515721.0	36.99898523732232
1523892.0	36.99900523149652
1532063.0	36.99869162018088
1540234.0	36.998906142600575
1548405.0	36.99820454340637
1556576.0	36.9990000463299
1564747.0	36.99905007812099
1572918.0	36.99890453876237
1581089.0	36.99874736321259
1589260.0	36.99901694660072
1597431.0	36.998764033371096
1605602.0	36.99842653959911
1613773.0	36.99900612442248
1621944.0	36.9987978855782
1630115.0	36.999010791366906
1638286.0	36.99897102174759
1646457.0	36.9987810359312
1654628.0	36.99883984959852
1662799.0	36.99852716026701
1670970.0	36.99843701596778
1679141.0	36.99866812652798
1687312.0	36.99880912590832
1695483.0	36.99925595051065
1703654.0	36.998791563151165
1711825.0	36.99862924886543
1719996.0	36.99880697115772
1728167.0	36.99866195578668
1736338.0	36.99887984015016
1744509.0	36.998156268686465
1752680.0	36.99879042332849
1760851.0	36.99826421467442
1769022.0	36.99926647458434
1777193.0	36.9980655010875
1785364.0	36.997864771617124
1793535.0	36.998998477414986
1801706.0	36.99837595617077
1809877.0	36.999321285643965
1818048.0	36.997546600930654
1826219.0	36.9988093744067
1834390.0	36.9987800564711
1842561.0	36.99832162073514
1850732.0	36.99896639960667
1858903.0	36.99872692552514
1867074.0	36.998585302439395
1875245.0	36.99753965732525
1883416.0	36.99833968106171
1891587.0	36.99935585599029
1899758.0	36.99894016592132
1907929.0	36.99949203501755
1916100.0	36.99910515190651
1924271.0	36.99879401243471
1932442.0	36.99885134785533
1940613.0	36.9981482907299
1948784.0	36.9985310510162
1956955.0	36.99755249801554
1965126.0	36.999028429381696
1973297.0	36.99938076971998
1981468.0	36.9987803370555
1989639.0	36.999296530182654
1997810.0	36.99891253233012
2005981.0	36.99895386029087
2014152.0	36.99815537456774
2022323.0	36.9984350299512
2030494.0	36.99880424009997
2038665.0	36.998251384714266
2046836.0	36.99852156123134
2055007.0	36.99902987461785
2063178.0	36.998273799930445
2071349.0	36.998974127414165
2079520.0	36.9991082059514
2087691.0	36.99877329715282
2095862.0	36.999272457604505
2104033.0	36.99911440880804
2112204.0	36.999137448713164
2120375.0	36.99887811644848
2128546.0	36.99863738990762
2136717.0	36.998870056497175
2144888.0	36.99904666509925
2153059.0	36.99931693200935
2161230.0	36.99888205889166
2169401.0	36.99890292060326
2177572.0	36.999063193637596
2185743.0	36.99943821077724
2193914.0	36.99964244068059
2202085.0	36.99874514355482
2210256.0	36.999198451784345
2218427.0	36.99887685072992
2226598.0	36.999813669600954
2234769.0	36.99863153028202
2242940.0	36.998410907758206
2251111.0	36.99862078146842
2259282.0	36.99860857419147
2267453.0	36.999072386116595
2275624.0	36.99846150292222
2283795.0	36.998652544687566
2291966.0	36.99765271356015
2300137.0	36.99917740989721
2308308.0	36.99845622053259
2316479.0	36.99799314414649
2324650.0	36.99802641009998
2332821.0	36.99768031311295
2340992.0	36.998330442106955
2349163.0	36.9986449078751
2357334.0	36.998620921001134
2365505.0	36.99901454434883
2373676.0	36.99848150977706
2381847.0	36.998518079430944
2390018.0	36.998373330832266
2398189.0	36.9990082711083
2406360.0	36.99903721677585
2414531.0	36.99812159336881
2422702.0	36.9979542833673
2430873.0	36.9985559450754
2439044.0	36.998782140251365
2447215.0	36.99766345549672
2455386.0	36.99858923471703
2463557.0	36.9987673754258
2471728.0	36.998677869890145
2479899.0	36.99292806341606
2488070.0	36.99902380524075
2496241.0	36.9989133658932
2504412.0	36.998480815159
2512583.0	36.9984061556852
2520754.0	36.99844008558449
2528925.0	36.9990430704507
2537096.0	36.999121442733504
2545267.0	36.998596477918234
2553438.0	36.998689742648715
2561609.0	36.998401317832595
2569780.0	36.98170327075969
2577951.0	36.99908444547089
2586122.0	36.99896338459599
2594293.0	36.99922861223171
2602464.0	36.99899980176251
2610635.0	36.99855404881363
2618806.0	36.998345124827196
2626977.0	36.99906889795625
2635148.0	36.998931993996074
2643319.0	36.99844537815126
2651490.0	36.99856891054862
2659661.0	36.999139227107364
2667832.0	36.99893314180564
2676003.0	36.998624719368415
2684174.0	36.99803831471794
2692345.0	36.99909895492687
2700516.0	36.99949878081821
2708687.0	36.99874937415894
2716858.0	36.99928188805217
2725029.0	36.99949030664254
2733200.0	36.99889715431749
2741371.0	36.99805517009377
2749542.0	36.99841798692948
2757713.0	36.999086863169325
2765884.0	36.997954436858045
2774055.0	36.9984549904108
2782226.0	36.997710679371366
2790397.0	36.99874566916855
2798568.0	36.99781792117297
2806739.0	36.99855228091837
2814910.0	36.99873869574322
2823081.0	36.99896467875661
2831252.0	36.998192997621594
2839423.0	36.999189343148856
2847594.0	36.99877969410999
2855765.0	36.99867060234703
2863936.0	36.999041011862076
2872107.0	36.99807440432305
2880278.0	36.99926972435055
2888449.0	36.99877756825032
