#Position (bp)	mapping quality
21.5	37.0
63.5	37.0
105.5	37.0
147.5	37.0
189.5	37.0
231.5	37.0
273.5	37.0
315.5	37.0
357.5	37.0
399.5	37.0
441.5	37.0
483.5	37.0
525.5	37.0
567.5	28.46875
609.5	28.356643356643357
651.5	32.68421052631579
693.5	36.18446601941748
735.5	37.0
777.5	37.0
819.5	32.16883116883117
861.5	25.27906976744186
903.5	25.0
945.5	37.0
987.5	37.0
1029.5	37.0
1071.5	34.6
1113.5	35.2560553633218
1155.5	36.204819277108435
1197.5	37.0
1239.5	35.92857142857143
1281.5	35.48192771084337
1323.5	36.718120805369125
1365.5	36.51569506726457
1407.5	31.173410404624278
1449.5	34.23076923076923
1491.5	37.0
1533.5	37.0
1575.5	37.0
1617.5	36.53623188405797
1659.5	35.358662613981764
1701.5	33.137339055793994
1743.5	34.55102040816327
1785.5	37.0
1827.5	37.0
1869.5	37.0
1911.5	37.0
1953.5	37.0
1995.5	36.34653465346535
2037.5	35.06896551724138
2079.5	36.49367088607595
2121.5	37.0
2163.5	33.95384615384615
2205.5	34.61538461538461
2247.5	37.0
2289.5	37.0
2331.5	37.0
2373.5	37.0
2415.5	37.0
2457.5	37.0
2499.5	36.36231884057971
2541.5	32.24528301886792
2583.5	33.25974025974026
2625.5	37.0
2667.5	36.43424317617866
2709.5	34.94444444444444
2751.5	37.0
2793.5	37.0
2835.5	37.0
2877.5	37.0
2919.5	36.63819095477387
2961.5	35.449230769230766
3003.5	36.535108958837775
3045.5	37.0
3087.5	33.49305555555556
3129.5	36.345454545454544
3171.5	37.0
3213.5	37.0
3255.5	37.0
3297.5	34.18857142857143
3339.5	36.262569832402235
3381.5	37.0
3423.5	37.0
3465.5	37.0
3507.5	34.90604026845637
3549.5	32.29896907216495
3591.5	37.0
3633.5	37.0
3675.5	34.91304347826087
3717.5	35.3728813559322
3759.5	37.0
3801.5	35.054054054054056
3843.5	34.43448275862069
3885.5	37.0
3927.5	37.0
3969.5	37.0
4011.5	37.0
4053.5	35.953271028037385
4095.5	34.81818181818182
4137.5	37.0
4179.5	37.0
4221.5	37.0
4263.5	37.0
4305.5	37.0
4347.5	37.0
4389.5	37.0
4431.5	37.0
4473.5	34.247058823529414
4515.5	37.0
4557.5	37.0
4599.5	37.0
4641.5	37.0
4683.5	35.98245614035088
4725.5	34.876106194690266
4767.5	37.0
4809.5	37.0
4851.5	37.0
4893.5	37.0
4935.5	37.0
4977.5	37.0
5019.5	37.0
5061.5	37.0
5103.5	34.674418604651166
5145.5	33.75409836065574
5187.5	32.142857142857146
5229.5	36.056179775280896
5271.5	36.04
5313.5	33.748387096774195
5355.5	35.35294117647059
5397.5	34.76
5439.5	35.449230769230766
5481.5	35.55696202531646
5523.5	37.0
5565.5	37.0
5607.5	37.0
5649.5	37.0
5691.5	34.23684210526316
5733.5	32.73245614035088
5775.5	34.81818181818182
5817.5	37.0
5859.5	33.54320987654321
5901.5	31.693227091633467
5943.5	34.552
5985.5	34.611374407582936
6027.5	34.68807339449541
6069.5	36.361702127659576
6111.5	35.10526315789474
6153.5	33.5
6195.5	35.885245901639344
6237.5	34.12280701754386
6279.5	37.0
6321.5	25.878048780487806
6363.5	30.61038961038961
6405.5	33.64705882352941
6447.5	33.748387096774195
6489.5	36.30769230769231
6531.5	33.10526315789474
6573.5	33.0
6615.5	34.34736842105263
6657.5	36.92
6699.5	37.0
6741.5	35.03125
6783.5	35.408839779005525
6825.5	37.0
6867.5	37.0
6909.5	34.83132530120482
6951.5	34.88235294117647
6993.5	37.0
7035.5	37.0
7077.5	37.0
7119.5	37.0
7161.5	37.0
7203.5	33.75675675675676
7245.5	33.25
7287.5	37.0
7329.5	35.02272727272727
7371.5	35.75609756097561
7413.5	37.0
7455.5	36.5609756097561
7497.5	35.46341463414634
7539.5	34.8
7581.5	37.0
7623.5	37.0
7665.5	37.0
7707.5	35.8
7749.5	34.319148936170215
7791.5	35.637837837837836
7833.5	37.0
7875.5	37.0
7917.5	34.559322033898304
7959.5	36.256198347107436
8001.5	35.791666666666664
8043.5	33.33898305084746
8085.5	35.56716417910448
8127.5	37.0
8169.5	37.0
8211.5	37.0
8253.5	31.876404494382022
8295.5	34.111111111111114
8337.5	37.0
8379.5	37.0
8421.5	37.0
8463.5	37.0
8505.5	37.0
8547.5	37.0
8589.5	37.0
8631.5	37.0
8673.5	37.0
8715.5	37.0
8757.5	37.0
8799.5	37.0
8841.5	37.0
8883.5	37.0
8925.5	37.0
8967.5	37.0
9009.5	37.0
9051.5	36.21311475409836
9093.5	34.85531914893617
9135.5	36.62068965517241
9177.5	36.37440758293839
9219.5	32.6551724137931
9261.5	34.30232558139535
9303.5	37.0
9345.5	37.0
9387.5	37.0
9429.5	37.0
9471.5	37.0
9513.5	37.0
9555.5	37.0
9597.5	37.0
9639.5	37.0
9681.5	37.0
9723.5	37.0
9765.5	37.0
9807.5	37.0
9849.5	37.0
9891.5	37.0
9933.5	37.0
9975.5	37.0
10017.5	32.83673469387755
10059.5	32.53488372093023
10101.5	37.0
10143.5	37.0
10185.5	37.0
10227.5	37.0
10269.5	37.0
10311.5	37.0
10353.5	37.0
10395.5	37.0
10437.5	37.0
10479.5	33.89655172413793
10521.5	34.951219512195124
10563.5	36.46666666666667
10605.5	37.0
10647.5	37.0
10689.5	37.0
10731.5	37.0
10773.5	37.0
10815.5	37.0
10857.5	36.29133858267716
10899.5	34.975903614457835
10941.5	36.66480446927374
10983.5	33.81927710843374
11025.5	34.925925925925924
11067.5	37.0
11109.5	34.76119402985075
11151.5	34.56521739130435
11193.5	37.0
11235.5	35.38341968911917
11277.5	33.78350515463917
11319.5	31.88235294117647
11361.5	37.0
11403.5	37.0
11445.5	37.0
11487.5	37.0
11529.5	37.0
11571.5	37.0
11613.5	37.0
11655.5	37.0
11697.5	37.0
11739.5	37.0
11781.5	37.0
11823.5	37.0
11865.5	37.0
11907.5	36.909774436090224
11949.5	35.36893203883495
11991.5	36.539568345323744
12033.5	37.0
12075.5	35.52542372881356
12117.5	35.09230769230769
12159.5	37.0
12201.5	37.0
12243.5	37.0
12285.5	37.0
12327.5	37.0
12369.5	37.0
12411.5	34.02068965517241
12453.5	36.31578947368421
12495.5	37.0
12537.5	37.0
12579.5	37.0
12621.5	37.0
12663.5	37.0
12705.5	37.0
12747.5	37.0
12789.5	37.0
12831.5	35.5974025974026
12873.5	34.395348837209305
12915.5	37.0
12957.5	37.0
12999.5	37.0
13041.5	37.0
13083.5	34.674418604651166
13125.5	35.34944237918216
13167.5	37.0
13209.5	33.73529411764706
13251.5	36.056179775280896
13293.5	37.0
13335.5	37.0
13377.5	37.0
13419.5	37.0
13461.5	37.0
13503.5	37.0
13545.5	37.0
13587.5	37.0
13629.5	37.0
13671.5	37.0
13713.5	37.0
13755.5	32.39393939393939
13797.5	30.88235294117647
13839.5	35.4390243902439
13881.5	37.0
13923.5	35.8051948051948
13965.5	34.184357541899445
14007.5	35.92
14049.5	37.0
14091.5	37.0
14133.5	37.0
14175.5	37.0
14217.5	37.0
14259.5	37.0
14301.5	37.0
14343.5	37.0
14385.5	37.0
14427.5	37.0
14469.5	37.0
14511.5	35.758620689655174
14553.5	31.4
14595.5	36.351351351351354
14637.5	37.0
14679.5	37.0
14721.5	37.0
14763.5	36.34975369458128
14805.5	35.63414634146341
14847.5	36.19367588932806
14889.5	35.44827586206897
