#Position (bp)	mapping quality
21.5	37.0
63.5	37.0
105.5	37.0
147.5	37.0
189.5	37.0
231.5	37.0
273.5	37.0
315.5	37.0
357.5	37.0
399.5	37.0
441.5	37.0
483.5	34.343511450381676
525.5	34.24590163934426
567.5	31.517766497461928
609.5	29.689655172413794
651.5	30.47826086956522
693.5	35.6875
735.5	37.0
777.5	37.0
819.5	37.0
861.5	37.0
903.5	37.0
945.5	37.0
987.5	37.0
1029.5	37.0
1071.5	37.0
1113.5	37.0
1155.5	37.0
1197.5	37.0
1239.5	35.93333333333333
1281.5	34.85531914893617
1323.5	35.651685393258425
1365.5	37.0
1407.5	37.0
1449.5	37.0
1491.5	33.470588235294116
1533.5	33.5
1575.5	34.75
1617.5	37.0
1659.5	37.0
1701.5	37.0
1743.5	37.0
1785.5	37.0
1827.5	37.0
1869.5	37.0
1911.5	0.0
1953.5	37.0
1995.5	37.0
2037.5	37.0
2079.5	31.20689655172414
2121.5	36.097744360902254
2163.5	37.0
2205.5	37.0
2247.5	37.0
2289.5	37.0
2331.5	37.0
2373.5	36.85306122448979
2415.5	33.74576271186441
2457.5	33.07782101167315
2499.5	34.12
2541.5	34.44117647058823
2583.5	32.1578947368421
2625.5	37.0
2667.5	37.0
2709.5	37.0
2751.5	37.0
2793.5	37.0
2835.5	37.0
2877.5	37.0
2919.5	37.0
2961.5	37.0
3003.5	37.0
3045.5	37.0
3087.5	36.075
3129.5	37.0
3171.5	37.0
3213.5	37.0
3255.5	37.0
3297.5	35.35532994923858
3339.5	35.2
3381.5	35.48192771084337
3423.5	36.76744186046512
3465.5	37.0
3507.5	36.47335423197492
3549.5	35.78481012658228
3591.5	37.0
3633.5	0.0
3675.5	37.0
3717.5	37.0
3759.5	37.0
3801.5	37.0
3843.5	37.0
3885.5	37.0
3927.5	37.0
3969.5	37.0
4011.5	37.0
4053.5	37.0
4095.5	37.0
4137.5	37.0
4179.5	37.0
4221.5	37.0
4263.5	37.0
4305.5	35.32911392405063
4347.5	33.60085836909871
4389.5	33.8235294117647
4431.5	36.53591160220994
4473.5	37.0
4515.5	37.0
4557.5	37.0
4599.5	37.0
4641.5	37.0
4683.5	37.0
4725.5	0.0
4767.5	0.0
4809.5	35.36363636363637
4851.5	33.66225165562914
4893.5	33.266666666666666
4935.5	34.795918367346935
4977.5	35.18050541516246
5019.5	37.0
5061.5	37.0
5103.5	37.0
5145.5	37.0
5187.5	32.65644171779141
5229.5	32.74683544303797
5271.5	35.44094488188976
5313.5	36.5685393258427
5355.5	37.0
5397.5	37.0
5439.5	37.0
5481.5	37.0
5523.5	37.0
5565.5	34.276595744680854
5607.5	33.88
5649.5	35.12639405204461
5691.5	35.40816326530612
5733.5	37.0
5775.5	37.0
5817.5	37.0
5859.5	37.0
5901.5	37.0
5943.5	37.0
5985.5	37.0
6027.5	37.0
6069.5	37.0
6111.5	0.0
6153.5	0.0
6195.5	37.0
6237.5	37.0
6279.5	37.0
6321.5	37.0
6363.5	37.0
6405.5	36.1
6447.5	35.14705882352941
6489.5	33.9903536977492
6531.5	35.56763925729443
6573.5	34.94285714285714
6615.5	34.056603773584904
6657.5	37.0
6699.5	37.0
6741.5	37.0
6783.5	37.0
6825.5	37.0
6867.5	32.73006134969325
6909.5	33.70967741935484
6951.5	37.0
6993.5	37.0
7035.5	37.0
7077.5	37.0
7119.5	35.26086956521739
7161.5	34.45454545454545
7203.5	35.87850467289719
7245.5	37.0
7287.5	37.0
7329.5	37.0
7371.5	37.0
7413.5	37.0
7455.5	37.0
7497.5	37.0
7539.5	37.0
7581.5	37.0
7623.5	36.90163934426229
7665.5	34.64485981308411
7707.5	34.6986301369863
7749.5	34.6
7791.5	37.0
7833.5	37.0
7875.5	37.0
7917.5	35.67213114754098
7959.5	35.48101265822785
8001.5	37.0
8043.5	37.0
8085.5	37.0
8127.5	37.0
8169.5	31.307692307692307
8211.5	31.0
8253.5	27.11764705882353
8295.5	33.64
8337.5	37.0
8379.5	37.0
8421.5	37.0
8463.5	37.0
8505.5	37.0
8547.5	37.0
8589.5	37.0
8631.5	37.0
8673.5	36.56645161290323
8715.5	35.84403669724771
8757.5	36.383983572895275
8799.5	37.0
8841.5	37.0
8883.5	37.0
8925.5	37.0
8967.5	37.0
9009.5	37.0
9051.5	37.0
9093.5	37.0
9135.5	37.0
9177.5	37.0
9219.5	37.0
9261.5	37.0
9303.5	37.0
9345.5	37.0
9387.5	37.0
9429.5	35.51127819548872
9471.5	35.114285714285714
9513.5	37.0
9555.5	37.0
9597.5	37.0
9639.5	37.0
9681.5	37.0
9723.5	37.0
9765.5	37.0
9807.5	37.0
9849.5	37.0
9891.5	37.0
9933.5	37.0
9975.5	37.0
10017.5	37.0
10059.5	37.0
10101.5	37.0
10143.5	37.0
10185.5	37.0
10227.5	37.0
10269.5	37.0
10311.5	37.0
10353.5	37.0
10395.5	37.0
10437.5	37.0
10479.5	37.0
10521.5	37.0
10563.5	37.0
10605.5	37.0
10647.5	37.0
10689.5	37.0
10731.5	37.0
10773.5	0.0
10815.5	37.0
10857.5	37.0
10899.5	37.0
10941.5	37.0
10983.5	37.0
11025.5	37.0
11067.5	37.0
11109.5	37.0
11151.5	37.0
11193.5	37.0
11235.5	37.0
11277.5	37.0
11319.5	37.0
11361.5	37.0
11403.5	37.0
11445.5	37.0
11487.5	37.0
11529.5	36.93333333333333
11571.5	31.580645161290324
11613.5	33.23880597014925
11655.5	35.18050541516246
11697.5	36.75806451612903
11739.5	37.0
11781.5	37.0
11823.5	37.0
11865.5	0.0
11907.5	37.0
11949.5	36.28
11991.5	36.14776632302406
12033.5	36.341791044776116
12075.5	36.25475599669148
12117.5	37.0
12159.5	37.0
12201.5	37.0
12243.5	37.0
12285.5	37.0
12327.5	37.0
12369.5	37.0
12411.5	36.25547445255474
12453.5	34.836909871244636
12495.5	35.11940298507463
12537.5	36.06060606060606
12579.5	37.0
12621.5	37.0
12663.5	37.0
12705.5	37.0
12747.5	37.0
12789.5	37.0
12831.5	37.0
12873.5	35.40909090909091
12915.5	35.88741721854305
12957.5	36.239024390243905
12999.5	36.333333333333336
13041.5	33.95945945945946
13083.5	31.582089552238806
13125.5	33.28699551569507
13167.5	37.0
13209.5	37.0
13251.5	36.75879396984924
13293.5	35.716577540106954
13335.5	36.17096018735363
13377.5	36.5601868487244
13419.5	37.0
13461.5	37.0
13503.5	36.355704697986575
13545.5	35.34754098360656
13587.5	35.048780487804876
13629.5	37.0
13671.5	33.28776978417266
13713.5	33.62809917355372
13755.5	34.27567567567568
13797.5	37.0
13839.5	37.0
13881.5	36.20812182741117
13923.5	34.982300884955755
13965.5	37.0
14007.5	37.0
14049.5	36.02857142857143
14091.5	34.24590163934426
14133.5	35.02
14175.5	37.0
14217.5	37.0
14259.5	37.0
14301.5	37.0
14343.5	37.0
14385.5	33.12068965517241
14427.5	31.944162436548222
14469.5	34.6
14511.5	37.0
14553.5	37.0
14595.5	37.0
14637.5	37.0
14679.5	37.0
14721.5	37.0
14763.5	37.0
14805.5	35.8235294117647
14847.5	35.985074626865675
14889.5	37.0
14931.5	37.0
14973.5	37.0
15015.5	37.0
15057.5	37.0
15099.5	37.0
15141.5	37.0
15183.5	37.0
15225.5	37.0
15267.5	37.0
15309.5	37.0
15351.5	37.0
15393.5	37.0
15435.5	37.0
15477.5	37.0
15519.5	37.0
15561.5	0.0
15603.5	37.0
